koi_dikco_msky,koi_dicco_msky,koi_max_mult_ev,koi_fwm_srao,koi_fwm_sdeco,koi_dikco_mra,koi_model_snr,koi_dikco_mdec,koi_dicco_mdec,koi_ror,koi_dicco_mra,koi_prad,koi_fpflag_ss,koi_dor,koi_fpflag_co,koi_max_sngle_ev,koi_period,koi_fwm_prao,koi_num_transits,koi_ldm_coeff1,koi_incl,koi_fwm_stat_sig,koi_depth,koi_fwm_pdeco,koi_ldm_coeff2,koi_bin_oedp_sig,koi_count,koi_fpflag_nt,koi_teq,koi_insol,koi_impact,koi_steff,koi_fwm_sra,koi_disposition_num
6.25,7.9,9.503792,9.37,-13.38,3.98,11.2,-4.81,-5.3,0.026189,5.93,2.04,1,12.63,1,3.3867264,18.79852,-0.00545,74.0,0.6188,85.75,0.0,487.4,0.00653,0.1142,0.9714,2,0,509.0,15.82,0.936,4808.0,19.347127,0
0.081,0.012,2722.2307,-0.0517,-0.0752,-0.079,2016.1,-0.019,0.012,0.519054,0.002,61.44,1,112.27,0,1426.054,156.51657398,0.002,9.0,0.3447,89.49,0.0,113340.0,-0.001,0.2916,0.0,1,0,367.0,4.31,0.995,6002.0,19.977608874,0
0.441,11.402,13049.263,-0.14605,-0.52746,0.197,796.5,0.394,11.402,0.525639,0.068,43.45,1,4.0409,0,991.5622,1.366946478,-0.085,835.0,0.4535,77.58,0.0,158640.0,-0.322,0.2337,-1.0,1,0,1403.0,910.99,0.869,5353.0,19.683520308,0
0.114,0.068,3772.7717,-0.377,-0.024,-0.073,1952.3,-0.087,-0.048,0.646575,0.048,47.52,0,266.524,0,2209.2163,313.09275066,-0.12,0.0,0.5172,89.92,0.0,445610.0,0.09,0.1908,-1.0,1,1,207.0,0.44,0.395,5067.0,18.781184149,0
2.11,2.17,8.017105,0.0,2.4,-1.82,11.5,-1.06,-1.02,0.00732,-1.91,0.77,0,1.736,1,4.8229976,0.566813677,-7e-06,2306.0,0.3447,75.01,0.002,61.2,-0.000134,0.2916,0.6663,1,1,2269.0,6276.41,0.449,6106.0,19.400758,0
0.131,0.035,1935.9791,-0.1316,-0.0156,-0.124,1386.8,-0.041,-0.008,0.524595,-0.035,56.66,1,67.97,0,791.3958,157.32263943,0.004,9.0,0.3511,89.25,0.0,153930.0,0.0,0.2889,0.0,1,0,351.0,3.61,0.888,6109.0,18.96757455,0
0.054,0.019,3157.9004,0.1102,-0.1919,0.021,185.6,-0.049,0.018,0.607369,0.004,60.49,1,18.23,0,1362.1129,9.53040216,0.01,9.0,0.4385,88.24,0.0,321540.0,-0.05,0.2415,0.4866,1,0,805.0,99.43,0.6046,5501.0,19.682133323,0
0.282,0.113,1192.1765,-0.1235,-0.3914,-0.088,699.9,-0.268,-0.113,0.154013,-0.001,16.67,1,7.711,0,167.32446,4.218512654,0.0078,207.0,0.3147,84.29,0.0,23417.0,0.005,0.3032,0.8109,2,0,1189.0,472.03,0.767,6185.0,19.83108335,0
0.31,0.118,599.1376,-0.203,-0.324,-0.214,389.8,-0.224,-0.083,0.414572,-0.083,44.86,1,11.62,0,90.12858,8.529991199,0.0082,93.0,0.3147,83.95,0.0,20084.0,0.0029,0.3032,0.8064,2,0,940.0,184.92,1.225,6185.0,19.83108119,0
0.583,0.61,2751.963,-0.0005,-0.034,-0.004,23.0,-0.017,0.0,0.021076,0.0,2.39,1,15.46,0,460.4391,3.47140045,0.0,0.0,0.392,88.5,0.006,421.1,0.0,0.2711,-1.0,1,0,878.0,493.28,0.537,5767.0,19.48498256,0
0.086,1.53,2233.577,-0.6073,-0.7077,0.076,362.1,-0.04,0.92,0.496555,1.22,70.65,1,4.874,0,256.50287,1.922862476,-0.04,326.0,0.2931,78.15,0.0,101270.0,-0.09,0.31,-1.0,1,0,1827.0,2631.95,1.001,6408.0,19.429736301,0
0.26,0.31,13.494022,0.14,-0.47,0.25,14.7,0.07,0.14,0.020964,0.27,2.99,0,29.3,0,4.689459,16.00747237,2e-05,80.0,0.3958,88.09,0.006,277.6,0.0,0.2678,0.9453,2,0,838.0,116.46,0.975,5857.0,19.871184,2
0.08,0.23,12.118849,0.7,-0.6,0.08,15.1,0.02,-0.2,0.018829,-0.11,2.64,0,53.42,0,4.7649403,54.6493679,-0.00018,19.0,0.4133,89.98,0.094,432.5,0.00056,0.26,0.1088,1,0,538.0,19.86,0.018,5751.0,19.372711,2
0.35,0.34,30.88894,-0.15,0.73,-0.23,36.7,-0.27,-0.16,0.040808,-0.3,4.35,0,72.7,0,13.033024,100.8276725,0.00109,8.0,0.5256,89.47,0.002,1778.8,-0.00105,0.186,0.7547,2,0,364.0,4.16,0.676,5301.0,18.953126,2
0.76,0.74,12.770859,0.2,0.5,0.27,14.1,0.71,0.69,0.015214,0.26,1.79,0,18.67,0,4.005751,15.5764061,-9e-05,83.0,0.3288,88.27,0.58,257.1,-0.00013,0.3024,0.1448,1,0,793.0,93.42,0.565,6214.0,19.349074,1
0.74,0.7,10.070184,-0.6,1.2,0.17,11.4,-0.72,-0.63,0.010975,0.23,1.11,0,21.96,0,3.4882889,10.00506974,4e-05,135.0,0.3342,89.61,0.026,143.3,-0.00025,0.2965,0.4606,2,0,849.0,122.48,0.148,5912.0,19.102679,1
2.21,2.16,7.6857986,0.7,-1.0,1.53,10.2,1.59,1.64,0.007777,1.4,0.77,1,4.14,1,3.5185916,0.905675699,-3e-05,1475.0,0.4035,89.89,0.684,73.2,5e-05,0.2622,0.802,1,0,1780.0,2374.98,0.008,5730.0,19.286484,0
0.43,0.48,11.612474,-0.6,-0.3,0.4,12.5,0.16,0.29,0.019643,0.38,1.82,0,30.4,0,4.29579,36.2580749,0.00022,31.0,0.3858,88.52,0.752,380.3,7e-05,0.2711,0.5768,1,0,516.0,16.7,0.786,5818.0,19.54828,1
0.5,0.27,9.358867,2.5,2.0,-0.03,11.5,0.5,0.27,0.014003,0.02,1.88,0,12.075,0,2.9194205,12.4326997,-0.00051,86.0,0.4554,88.99,0.026,240.3,-0.00019,0.2329,0.0629,2,0,839.0,117.17,0.212,5480.0,19.846867,1
1.0,1.23,9.230294,2.2,-0.2,0.89,10.7,-0.45,-0.85,0.01644,0.89,2.21,0,23.44,0,3.7956724,30.9902997,-0.00064,34.0,0.4554,89.03,0.04,321.5,0.0004,0.2329,0.4467,2,0,619.0,34.68,0.397,5480.0,19.846857,1
0.35,0.28,27.56991,0.1,0.32,0.17,37.5,0.31,0.25,0.239459,0.13,90.37,1,9.11,0,6.2676506,15.9750417,6e-05,83.0,0.4781,82.36,0.846,643.5,0.0,0.2172,0.9365,1,0,1143.0,403.2,1.211,5220.0,19.7781368,0
0.52,0.27,10.279693,-0.49,-0.82,0.24,14.6,0.46,0.27,0.008729,0.04,0.81,0,38.66,0,3.464239,16.0505464,0.0,87.0,0.4695,89.8,0.006,94.4,9.4e-05,0.224,0.4555,1,0,630.0,37.12,0.135,5428.0,19.237422,2
4.8,1.83,8.425233,-12.54,7.57,-4.5,9.8,1.61,1.83,0.011222,0.0,1.35,0,7.01,1,3.5864801,0.805267592,0.000792,1400.0,0.3288,89.33,0.0,146.6,-0.000648,0.3024,0.994,1,0,2165.0,5216.79,0.082,6268.0,19.341693,0
0.056,6.08,4499.233,-0.89204,-2.8057,-0.016,1725.6,0.054,5.75,0.480493,1.974,48.38,1,18.7517,0,862.85516,11.082622625,-0.14,76.0,0.3928,89.37,0.0,268720.0,-0.4,0.2676,-1.0,1,0,793.0,93.67,0.207,5831.0,19.550163497,0
0.121,0.007,2353.8933,0.0623,0.0545,0.082,3162.0,0.089,-0.003,0.290386,-0.006,54.16,1,464.03,0,1673.3716,421.42848194,0.001,4.0,0.3166,89.96,0.0,96654.0,0.004,0.303,0.0,1,0,335.0,2.97,0.356,6235.0,18.950482234,0
6.0,5.83,33.81817,-336.46,-2.59,-5.6,67.1,2.12,2.46,1.639758,-5.3,168.68,1,2.75,1,5.085161,1.096587245,0.0,944.0,0.4096,17.79,0.006,541.2,0.000677,0.2602,0.9426,2,0,1726.0,2096.5,2.623,5869.0,19.8433631,0
0.105,4.9,8185.3516,3.2307,0.05154,0.004,2060.3,-0.105,0.82,0.494689,-4.8,58.77,1,9.19,0,731.5662,3.012476415,0.318,316.0,0.3342,85.58,0.0,198400.0,0.02,0.2965,0.9796,1,0,1388.0,879.89,0.708,6015.0,19.609411081,0
0.195,0.023,6095.637,-0.07613,-0.21307,-0.089,2000.2,-0.173,0.019,0.619359,0.013,97.39,1,114.685,0,3457.2986,204.74104758,-0.005,0.0,0.2938,89.7,0.0,333800.0,-0.04,0.311,-1.0,1,0,404.0,6.3,0.596,6517.0,19.647282656,0
4.68,4.57,10.337952,-6.9,9.9,0.26,13.7,4.67,4.57,0.006119,0.23,0.67,0,1.719,1,4.0422535,0.759740194,0.000137,1766.0,0.3661,73.19,0.0,42.5,-0.000194,0.2844,0.9721,1,0,2059.0,4245.86,0.497,6046.0,19.370001,0
0.112,6.46,6682.481,1.85821,-2.0183,-0.11,445.7,-0.021,4.67,0.713388,-4.457,278.81,1,14.84,0,1164.3347,4.664186517,0.28,0.0,0.5645,88.88,0.0,555380.0,-0.26,0.1611,-1.0,1,0,1683.0,1896.44,0.29,5062.0,19.199240912,0
0.15,0.021,15114.678,-0.0005,-0.034,0.091,1160.6,-0.119,0.003,0.64771,-0.021,40.74,1,4.5334,0,1312.7002,1.092066399,0.0,0.0,0.6414,83.83,0.006,401890.0,0.0,0.0966,-1.0,1,0,1164.0,432.44,0.488,4556.0,19.48498256,0
0.069,10.039,2040.3453,1.8293,0.0481,-0.03,661.4,-0.062,-0.261,0.453323,-10.035,35.35,1,6.8894,0,181.4957,3.053578643,0.0646,374.0,0.398,80.73,0.0,52880.0,0.0,0.2665,-1.0,1,0,1035.0,271.46,1.11,5414.0,19.87547355,0
0.05,0.067,2288.0679,0.1897,-0.034,0.033,296.8,0.038,0.063,0.300827,-0.022,60.35,1,11.798,0,253.59456,2.992662857,0.0,207.0,0.5775,90.0,0.006,113700.0,0.0,0.1507,0.7505,1,0,1476.0,1123.54,0.001,4927.0,19.32379783,0
6.696,6.334,1195.9324,-17.176,17.219,-4.681,272.6,4.788,4.511,0.392575,-4.447,52.09,1,5.858,1,187.92606,4.664188563,0.119,291.0,0.3719,77.64,0.0,11360.0,-0.121,0.2787,0.0,1,0,1221.0,525.46,1.254,5699.0,19.19889734,0
2.56,2.67,10.583577,0.2,2.3,-0.25,1.5,2.54,2.65,0.005473,-0.28,0.81,1,5.704879,1,5.319603,0.954873008,0.0,1398.0,0.3268,84.19,0.006,33.0,0.0,0.2946,0.9999,1,0,2325.0,6913.47,0.578,6092.0,19.87056,0
0.524,0.518,10405.198,1.04447,-0.27207,-0.237,1361.5,-0.467,-0.381,0.57282,-0.35,33.4,1,2.6069,0,692.44147,0.56493412,0.0,2012.0,0.4228,74.63,0.006,252640.0,0.26,0.2745,0.0001,1,0,1458.0,1071.88,0.691,4748.0,19.758049782,0
0.096,0.65,7331.0435,1.8893,-0.75449,-0.063,858.8,0.073,0.36,0.562236,-0.54,150.48,1,3.7523,0,905.2932,1.674984844,0.419,626.0,0.2714,78.77,0.0,234580.0,-0.08,0.2942,-1.0,1,0,3055.0,20561.29,0.731,8285.0,19.571676294,0
0.72,0.74,10.37786,0.6,-1.0,0.6,12.6,-0.41,-0.39,0.01767,0.63,2.35,0,70.2,0,4.206401,35.8754482,-0.00023,34.0,0.2971,89.98,0.192,366.7,0.00036,0.3119,0.2448,1,0,668.0,47.15,0.026,6559.0,19.3633,1
0.61,0.16,13.295371,0.3,-0.23,-0.3,16.3,-0.53,-0.14,0.011683,-0.08,5.05,0,11.53,0,3.8754206,7.31945294,-5.4e-05,142.0,0.4109,89.44,0.279,166.8,-5.2e-05,0.2657,0.7679,3,0,1682.0,1891.07,0.112,5745.0,19.699881,2
0.24,0.27,15.342841,-0.09,-0.53,-0.2,25.0,-0.13,0.25,0.018458,-0.1,7.97,0,33.86,0,5.2988043,35.8007112,3e-05,33.0,0.4109,89.93,0.946,417.4,-1e-05,0.2657,0.5701,3,0,991.0,227.68,0.043,5745.0,19.6998719,2
8.43,8.31,10.599495,7.0,11.6,2.22,12.3,8.13,8.05,0.00763,2.09,0.67,0,2.226,1,3.653655,0.790049989,-0.000437,1694.0,0.4341,85.23,0.0,70.8,-0.000725,0.2434,0.0219,1,0,1724.0,2082.67,0.185,5427.0,19.502712,0
0.2,0.23,9.682645,0.58,-1.19,0.04,9.5,-0.2,0.16,0.008287,0.16,3.58,0,8.63,0,3.7869942,4.32710579,-5.9e-05,224.0,0.4109,89.83,0.068,84.1,6.2e-05,0.2657,0.9001,3,0,2004.0,3805.87,0.025,5745.0,19.699888,1
4.501,0.456,563.86554,-3.8189,1.7988,-4.069,23.9,1.924,0.26,0.410192,-0.374,29.61,1,19.53,1,189.60767,14.15402615,0.0,78.0,0.6834,86.48,0.0,21653.0,0.0,0.0718,0.9559,1,0,495.0,14.25,1.199,4352.0,19.35686718,0
0.099,0.023,5193.9497,-0.1108,0.1114,-0.002,1112.0,0.099,0.005,1.187681,0.022,138.25,1,21.75,0,1374.4504,33.93754213,-0.04,36.0,0.319,84.78,0.0,32990.0,0.02,0.302,0.2797,1,0,618.0,34.42,1.979,6220.0,19.53537521,0
0.62,0.58,11.643734,-2.44,-1.2,0.5,13.5,0.36,0.4,0.012104,0.41,3.22,0,6.9,0,3.6643867,20.7057153,0.00031,66.0,0.4046,82.32,0.001,115.9,0.0001,0.2638,0.3198,1,0,967.0,206.73,0.922,5668.0,19.874533,2
0.02,0.11,12.710663,0.03,0.56,0.02,23.8,-0.01,0.11,0.020634,-0.02,1.91,0,53.0,0,4.6461225,60.532988,0.0,17.0,0.3928,89.33,0.073,467.5,-0.00029,0.2676,0.1458,1,0,420.0,7.36,0.618,5631.0,19.616691,1
4.43,4.35,7.5423293,-3.6,1.9,-4.0,9.8,-1.9,-1.9,0.007308,-3.92,0.74,0,2.02,1,3.659958,3.7228679,0.000179,366.0,0.3447,66.65,0.0,52.1,-0.000112,0.2916,0.3541,1,1,1182.0,461.27,0.8,6046.0,19.467726,0
0.65,0.15,46.58143,0.143,0.512,0.22,66.0,0.62,0.15,0.044054,0.04,3.46,0,35.69,0,23.154446,58.0198583,5e-05,16.0,0.5746,88.47,0.618,1286.6,6e-05,0.1496,0.0968,3,0,354.0,3.7,0.951,4920.0,19.1737094,2
1.96,1.31,9.886063,-2.9,2.3,-1.51,12.1,1.25,1.26,0.01273,-0.38,1.61,0,18.36,0,3.509434,15.0617835,0.00053,74.0,0.4096,89.64,0.0,196.6,-0.00043,0.2602,0.464,2,0,794.0,94.08,0.114,5806.0,18.919776,1
0.162,0.01,5723.9014,-0.039,0.1742,0.013,397.1,0.162,-0.008,0.399778,0.004,25.8,1,16.008,0,740.3565,4.286103033,-0.044,267.0,0.6215,88.05,0.0,173360.0,0.031,0.1171,0.1063,1,0,686.0,52.42,0.544,4206.0,19.564236214,0
0.141,0.041,3444.8755,0.0545,0.1162,0.088,1836.8,0.11,0.02,0.564828,-0.036,45.27,1,252.04,0,2187.0562,290.7778719,0.0,4.0,0.4767,89.83,0.0,225770.0,0.0,0.2175,0.0,1,0,222.0,0.58,0.761,5207.0,18.926575365,0
0.245,0.541,5171.72,-0.0951,0.0424,-0.025,970.9,0.244,0.496,0.354356,-0.217,41.75,1,11.811,0,1184.3469,5.017239915,0.022,36.0,0.2859,89.07,0.0,144640.0,-0.116,0.3124,-1.0,1,0,1229.0,538.77,0.191,6519.0,19.661578705,0
5.76,5.61,9.187053,-9.7,-6.3,-4.34,12.0,-3.78,-3.63,0.005928,-4.28,0.52,0,2.087,1,3.280493,0.937923475,0.00035,1142.0,0.4526,75.72,0.0,40.4,0.000226,0.2327,0.0611,1,0,1588.0,1503.05,0.515,5398.0,19.607529,0
0.15,0.055,2607.3408,0.0494,-0.772,-0.093,884.9,-0.117,-0.053,0.65162,0.014,57.35,1,140.0,0,2058.6953,204.0329342,0.23,0.0,0.4341,89.8,0.0,411370.0,0.1,0.2434,-1.0,1,0,272.0,1.29,0.49,5553.0,19.491745156,0
0.075,0.047,13139.942,0.03502,0.08866,0.07,619.8,-0.027,0.023,0.675881,0.042,49.6,1,9.106,0,978.16833,2.148219541,0.0,1055.0,0.6019,87.33,0.006,457840.0,0.2,0.1263,0.0,1,0,1009.0,244.99,0.424,4694.0,19.28352088,0
0.159,0.135,2771.4924,-0.0554,0.1166,0.017,1887.7,0.158,0.124,0.51068,0.054,40.43,1,63.882,0,772.4665,58.621578824,0.0,23.0,0.4535,89.2,0.0,142950.0,-0.08,0.2337,0.1221,1,0,385.0,5.19,0.896,5232.0,19.707357891,0
6.993,6.807,728.43475,-6.854,-25.471,-1.886,245.2,-6.734,-6.553,0.355068,-1.841,110.58,1,5.28,1,114.50663,3.125821128,0.02698,429.0,0.3186,76.09,0.0,5025.4,0.1014,0.3081,0.0001,1,0,2087.0,4481.76,1.269,6137.0,19.1432729,0
0.038,0.025,2383.76,0.0129,0.0778,0.033,140.0,-0.018,-0.001,0.571264,-0.025,44.35,1,4.6,0,242.72987,1.032068851,0.005,505.0,0.696,77.27,0.0,121990.0,0.002,0.0604,0.0,1,0,1221.0,523.01,1.014,4387.0,18.83689233,0
8.84,8.6,7.848803,8.9,16.6,6.04,7.0,6.46,6.31,0.012257,5.85,1.09,0,21.1,1,3.2115905,6.6751871,-0.00156,168.0,0.3728,89.32,0.0,178.3,-0.00371,0.2787,0.2785,1,1,890.0,148.28,0.251,5774.0,19.956213,0
0.092,0.016,2581.0017,-0.305,0.0007,-0.083,419.0,-0.04,0.009,0.448824,0.013,92.78,1,2.651,0,306.18326,1.450205839,-0.0012,246.0,0.2246,62.22,0.0,25884.0,-0.0011,0.3399,0.0,1,0,2675.0,12063.44,1.236,7564.0,19.721116146,0
0.083,11.612,6172.312,0.35818,4.592,-0.044,1905.1,-0.07,-11.349,0.624301,-2.458,79.08,1,8.4294,0,749.0908,3.224486463,0.0,274.0,0.2914,87.13,0.006,403730.0,0.491,0.311,-1.0,1,0,1456.0,1060.42,0.421,6389.0,19.89022855,0
0.135,3.57,998.9513,1.6687,2.6277,0.037,434.9,0.129,-2.07,0.636114,-2.91,62.24,1,114.65,0,401.78613,44.14579777,0.15,16.0,0.3342,89.57,0.0,224230.0,0.1,0.2965,0.8569,1,0,504.0,15.25,0.864,5876.0,19.22129989,0
0.07,0.08,17.110765,-0.48,0.44,0.07,173.7,-0.02,-0.08,0.042066,-0.01,2.55,0,6.4,0,5.590116,33.3239576,0.00038,41.0,0.2815,85.79,0.02,2012.1,-0.00024,0.339,0.5088,1,1,416.0,7.06,0.47,5192.0,18.9900959,0
0.43,0.33,10.403063,1.6,1.0,-0.15,11.9,-0.4,-0.32,0.014983,0.08,1.96,0,5.96,0,3.5913675,17.9559673,-0.00029,60.0,0.4096,80.55,0.02,137.0,-0.00012,0.2602,0.3163,2,0,750.0,74.61,0.979,5641.0,19.831936,1
3.2,3.21,8.804077,-2.5,2.01,0.67,13.3,-3.13,-3.15,0.00535,0.59,1.41,0,1.7363,0,3.7622826,0.94102954,6.5e-05,1434.0,0.3874,86.07,0.0,34.5,-5e-05,0.2713,0.203,1,1,2761.0,13794.93,0.119,5766.0,19.958117,0
1.64,1.62,12.93635,-0.54,0.42,-1.62,16.8,-0.27,0.01,0.148573,-1.62,6.81,0,1.971,0,4.3703732,1.992812339,1e-05,643.0,0.2898,55.11,0.0,314.8,-0.00065,0.4064,0.383,4,0,675.0,48.82,1.127,3638.0,19.418987,2
0.179,0.029,2339.201,-0.1472,-0.3672,-0.167,1701.1,-0.065,0.022,0.304683,0.018,33.27,1,55.853,0,571.0743,36.514374043,-0.001,26.0,0.4191,89.86,0.0,111620.0,-0.017,0.2555,0.9502,1,0,546.0,21.08,0.133,5811.0,19.6130825,0
1.18,1.26,20.434702,0.42,0.01,-0.2,29.4,1.16,1.24,0.013418,-0.21,2.23,0,23.1,0,6.447694,39.818832,-8.4e-05,27.0,0.3958,88.51,0.598,199.1,0.0,0.2678,0.9304,2,0,650.0,42.32,0.6,5710.0,19.109773,2
0.65,0.48,12.159048,-1.0,-1.54,-0.65,14.3,0.04,-0.01,0.015845,-0.48,2.0,0,29.51,0,4.3568826,25.4337864,0.00032,43.0,0.4096,89.55,0.006,302.0,0.00046,0.2602,0.0199,2,0,667.0,46.8,0.232,5806.0,18.919826,2
0.149,0.352,408.99457,0.106,0.204,0.109,205.4,0.101,-0.243,0.153381,-0.255,36.7,1,32.2,0,132.89188,67.451045,0.0,20.0,0.6262,88.2,0.0,7062.8,0.0,0.1155,0.9865,1,0,562.0,23.61,1.01,4847.0,19.81132106,0
0.99,0.78,7.3883557,-0.8,-0.7,0.82,8.7,0.56,0.49,0.011019,0.61,1.04,0,10.34,0,2.969617,2.69339974,0.00015,497.0,0.5167,88.45,0.483,147.5,0.00011,0.1914,0.6502,1,0,1151.0,415.96,0.279,5355.0,19.912386,1
1.26,1.41,9.283271,1.4,3.5,-1.06,10.6,-0.68,-0.78,0.010153,-1.17,1.14,0,38.1,0,3.1602416,10.43003118,-0.00016,130.0,0.3147,89.57,0.0,120.0,-0.00043,0.3032,0.2524,1,0,906.0,159.58,0.283,6277.0,19.709274,1
0.06,0.16,27.21433,-0.11,-0.19,-0.05,27.4,-0.03,-0.12,0.026279,-0.11,6.96,0,95.1,0,7.610203,27.63714708,9e-05,47.0,0.5102,89.6,0.347,735.5,0.00017,0.1973,0.2876,1,0,816.0,104.6,0.669,5214.0,19.871723,1
0.74,0.65,12.531937,-1.29,0.31,-0.38,15.3,0.63,0.5,0.012978,-0.42,1.83,0,49.38,0,5.626654,52.6095103,0.00028,27.0,0.3729,89.88,0.079,203.7,-0.00011,0.2826,0.7982,1,0,553.0,22.13,0.102,5881.0,19.872195,2
0.18,0.2,44.26747,-0.64,-0.31,-0.14,62.1,-0.11,0.19,0.040799,0.07,3.56,0,182.85,0,18.796495,198.7106251,-4e-05,8.0,0.5086,89.99,0.033,2094.8,-0.00069,0.1959,0.0471,2,0,258.0,1.05,0.026,5180.0,19.103857,2
0.355,3.2,5661.377,1.2556,-0.43959,0.128,978.2,-0.331,0.42,3.047001,-3.2,630.53,1,32.0,0,1359.285,15.873380595,0.163,48.0,0.4368,83.8,0.0,208360.0,0.0,0.2427,-1.0,1,0,962.0,202.23,3.454,5622.0,19.936516363,0
0.56,0.59,8.229843,-0.3,-0.57,0.17,6.8,0.54,0.58,0.007117,0.1,1.57,0,45.8,0,4.1382446,50.563697,2.7e-05,14.0,0.2724,89.03,0.006,50.5,0.0,0.3297,0.7315,1,0,761.0,79.36,0.779,6759.0,19.679659,1
0.023,0.012,3078.5808,-0.0626,-0.094,-0.002,1649.5,0.023,-0.009,0.566724,-0.008,41.22,1,139.12,0,846.3314,65.583665567,0.01,20.0,0.3352,89.7,0.002,242400.0,0.0,0.3058,0.0,1,0,371.0,4.5,0.72,5516.0,19.62923953,0
0.154,0.016,2223.4897,0.2339,0.094,0.138,1500.7,0.069,0.013,0.575438,-0.008,52.16,1,700.91,0,1285.1992,394.67816267,0.03,0.0,0.3556,89.94,0.019,253380.0,0.0,0.2865,-1.0,1,0,235.0,0.72,0.708,5780.0,19.04011451,0
0.201,0.005,2281.4678,-0.1476,-0.0061,-0.201,3433.7,0.014,0.005,0.226038,0.002,63.68,1,44.487,0,1307.1799,111.31980522,-0.0028,12.0,0.5302,89.7,0.0,62705.0,0.0,0.1818,0.0001,1,0,539.0,20.01,0.234,5022.0,19.367437465,0
0.043,0.112,2123.3396,0.2476,-0.1665,-0.023,2084.3,0.036,-0.053,0.387633,-0.099,37.88,1,69.583,0,847.1405,110.29512684,0.05,10.0,0.3928,89.8,0.0,176340.0,0.03,0.2676,0.0001,1,0,362.0,4.06,0.248,5753.0,19.69747261,0
0.024,0.009,3152.2512,0.0421,-0.0241,-0.024,2279.1,0.002,-0.003,0.403168,0.009,28.75,1,237.988,0,1078.3578,95.178317934,-0.002,15.0,0.666,89.82,0.0,128580.0,0.003,0.0775,0.0007,1,0,272.0,1.29,0.761,4523.0,19.75590848,0
0.64,0.67,12.085419,0.36,0.05,-0.57,14.7,-0.29,-0.23,0.019192,-0.63,2.29,0,42.97,0,4.9714828,31.2543238,-6e-05,39.0,0.3288,89.98,0.943,438.0,-5e-05,0.3024,0.6267,1,0,635.0,38.54,0.019,6246.0,19.538051,2
0.08,6.1,1553.7749,0.0436,-1.1992,-0.077,1421.7,0.023,6.07,0.237907,-0.59,22.76,1,49.844,0,408.10544,61.4911479,0.0151,20.0,0.3928,89.22,0.0,58703.0,-0.1,0.2676,0.0,1,0,438.0,8.7,0.681,5830.0,19.62377715,0
0.65,0.45,9.958855,0.3,-1.2,-0.62,16.4,-0.2,-0.18,0.011693,-0.42,1.41,0,143.3,0,5.3674135,110.2867031,-6e-05,8.0,0.3447,89.73,0.167,145.3,0.00015,0.2916,0.0842,4,0,414.0,6.96,0.675,5931.0,18.882394,2
0.84,0.53,12.1275425,-0.59,0.22,0.49,10.1,0.67,0.38,0.010108,0.37,2.87,0,9.08,0,3.748976,11.8061737,7.1e-05,107.0,0.2544,84.28,0.087,88.1,-1e-06,0.3299,0.984,2,0,1407.0,926.72,0.905,6900.0,18.798068,2
0.5,0.51,12.567676,-0.41,0.1,0.43,16.4,-0.26,-0.21,0.007218,0.47,1.2,0,6.09,0,4.548496,6.15828666,2.4e-05,165.0,0.3958,84.39,0.819,57.7,-6e-06,0.2678,0.7006,2,0,1212.0,510.35,0.595,5710.0,19.109749,2
0.61,0.71,7.7490234,1.9,-0.9,0.29,4.8,-0.54,-0.6,0.008842,0.38,0.76,0,113.653628,0,8.613682,10.828825742,-0.00019,121.0,0.3556,89.93,0.033,92.1,9e-05,0.2865,0.2419,1,1,758.0,78.3,0.137,5862.0,19.243843,0
1.33,1.28,11.753131,-0.8,0.0,-1.04,13.0,0.82,0.72,0.017445,-1.06,1.82,0,89.1,0,4.945416,82.292865,0.0002,16.0,0.4096,89.87,0.813,371.1,1e-05,0.2602,0.3457,1,0,400.0,6.07,0.195,5626.0,18.753033,2
0.84,0.66,13.0419855,1.53,0.23,0.25,17.8,-0.8,-0.6,0.035765,0.27,2.89,0,47.1,0,5.5740213,92.436978,-0.00125,15.0,0.398,88.85,0.028,955.2,-0.00024,0.2665,0.4802,1,0,348.0,3.46,0.943,5595.0,19.712944,2
1.21,1.13,13.705964,-0.3,1.9,-1.17,15.6,-0.3,-0.27,0.016342,-1.09,1.65,0,54.024,0,5.477174,65.427645,0.00017,21.0,0.3447,90.0,0.023,319.0,-0.00052,0.2916,0.3965,1,0,453.0,9.94,0.004,6014.0,19.733785,1
9.417,9.284,32.28799,7.0,130.63,0.506,51.3,9.403,9.273,0.03062,0.442,7.34,1,4.974,1,12.174835,11.08260553,-0.003821,127.0,0.5113,78.8,0.0,601.2,-0.0716,0.1947,0.0271,1,0,1108.0,355.64,0.966,5125.0,19.48498256,0
6.58,6.54,11.724663,-7.38,4.37,-5.8,18.2,3.1,3.19,0.010545,-5.71,1.33,1,32.9,1,7.209073,22.7832776,0.000855,57.0,0.2925,88.81,0.0,120.2,-0.000525,0.3111,0.4866,1,0,759.0,78.41,0.626,6517.0,19.832828,0
0.038,0.173,7395.937,-0.7867,0.6759,-0.02,1221.2,0.032,-0.087,0.487862,0.15,53.27,1,23.441,0,1623.0894,23.737952838,0.0,0.0,0.4526,87.55,0.006,95884.0,0.47,0.2327,-1.0,1,0,620.0,34.94,1.004,5559.0,19.891431311,0
5.19,5.2,11.119324,-0.6,7.1,0.4,13.4,5.18,5.18,0.150178,0.42,19.89,0,4.71,1,4.0876045,21.4618453,6e-05,63.0,0.4096,75.99,0.0,122.2,-0.00074,0.2602,0.9817,1,0,722.0,64.17,1.139,5806.0,19.661118,0
