koi_dikco_msky,koi_dicco_msky,koi_max_mult_ev,koi_fwm_srao,koi_fwm_sdeco,koi_dikco_mra,koi_model_snr,koi_dikco_mdec,koi_dicco_mdec,koi_ror,koi_dicco_mra,koi_prad,koi_fpflag_ss,koi_dor,koi_fpflag_co,koi_max_sngle_ev,koi_period,koi_fwm_prao,koi_num_transits,koi_ldm_coeff1,koi_incl,koi_fwm_stat_sig,koi_depth,koi_fwm_pdeco,koi_ldm_coeff2,koi_bin_oedp_sig,koi_count,koi_fpflag_nt,koi_teq,koi_insol,koi_impact,koi_steff,koi_fwm_sra,koi_disposition_num
0.23,0.12,25.599396,-0.15,-0.33,0.09,32.1,-0.21,-0.09,0.028938,0.08,2.32,0,31.0,0,6.2514634,22.36646466,0.00016,48.0,0.421,89.26,0.799,986.8,-0.00016,0.2521,0.4848,1,0,536.0,19.45,0.4,5395.0,19.647371,2
0.038,0.195,712.5235,0.147,-0.53,-0.037,799.7,-0.01,0.195,0.080543,0.01,9.73,0,5.6364,0,43.135384,1.625522174,-0.00134,657.0,0.4695,89.22,0.0,7969.0,-0.00226,0.224,0.254,1,0,1579.0,1467.41,0.076,5539.0,19.59146547,2
0.08,0.913,353.8584,-0.225,-0.56,0.056,340.5,0.057,0.634,0.137595,0.656,13.6,0,77.9,0,73.60154,19.620346923,-0.0108,52.0,0.3928,89.66,0.0,21725.0,-0.0133,0.2676,0.3063,1,0,643.0,40.39,0.458,5710.0,19.58774067,1
0.583,0.61,12.162734,32.76,6.49,-0.004,14.2,-0.017,0.0,0.194187,0.0,17.47,0,2.28,1,4.5001316,7.544039,0.0,143.0,0.3858,58.94,0.006,322.6,-0.00203,0.2711,0.0016,1,1,838.0,116.46,1.175,5657.0,19.596854,0
0.3,0.29,47.37303,-0.36,0.28,-0.08,53.9,0.29,0.18,0.028718,0.23,2.57,0,22.57,0,7.610865,9.02930689,-0.00038,146.0,0.4966,89.94,0.097,1019.8,-6e-05,0.2043,0.894,1,0,757.0,77.75,0.024,5349.0,19.3555667,2
0.053,0.075,589.42316,0.088,-0.11,-0.031,636.8,-0.042,-0.022,0.118805,-0.072,13.28,1,10.988,0,76.945915,10.328035714,0.001,114.0,0.3928,88.54,0.0,16918.0,0.0008,0.2676,0.529,1,0,843.0,119.31,0.281,5627.0,19.17978539,0
0.044,0.052,115.57215,-0.232,-0.442,0.031,138.8,-0.032,-0.042,0.094044,-0.031,8.9,0,125.8,0,45.13809,143.2063047,-0.0003,9.0,0.4695,89.83,0.081,10566.0,0.0009,0.224,-1.0,5,0,308.0,2.14,0.379,5485.0,19.0189038,2
0.7,0.8,11.552998,0.3,-0.34,-0.7,14.4,-0.04,-0.22,0.007192,-0.8,0.79,0,11.19,0,2.6950479,6.164876,1.2e-05,207.0,0.3928,86.69,0.567,55.8,3e-05,0.2676,0.6301,4,0,1021.0,256.35,0.646,5854.0,20.057606,2
0.078,0.016,323.38303,-0.316,-0.356,0.065,347.2,0.042,0.012,0.128744,-0.01,12.19,0,77.04,0,88.82677,60.32494216,0.0011,22.0,0.4695,89.83,0.051,20280.0,0.0,0.224,0.0005,5,0,411.0,6.77,0.224,5485.0,19.01890178,2
0.583,0.61,19.2544115,-0.0005,-0.034,-0.004,11.6,-0.017,0.0,0.02018,0.0,1.91,0,44.2,0,5.5897505,29.1598615,0.0,143.0,0.4742,89.38,0.006,488.0,0.0,0.2209,0.4866,5,0,524.0,17.85,0.3619,5485.0,19.48498256,2
6.6,6.5,32.004185,-2.91,-3.71,-6.6,38.8,0.18,0.31,0.257087,-6.5,25.69,0,1.971,1,7.5703845,1.540397253,0.00168,842.0,0.4191,51.56,0.0,816.1,0.00205,0.2555,0.6173,1,0,1470.0,1105.68,1.225,5663.0,19.128356,0
9.688,9.915,35.481506,137.34,-4.82,9.688,48.5,0.06,-0.051,0.021279,9.915,1.7,0,4.349,1,4.439786,2.99025443,-0.07562,454.0,0.6323,89.81,0.0,589.2,0.0026,0.1054,0.0,1,0,918.0,168.45,0.014,4667.0,19.48498256,0
0.027,0.01,1015.921,-0.31,-0.482,0.024,1009.3,0.013,-0.004,0.115879,0.009,11.3,0,6.203,0,62.03516,1.594745374,-0.0009,762.0,0.3342,85.25,0.0,15044.0,0.0006,0.2965,1.0,1,0,1539.0,1329.42,0.514,5934.0,19.0142466,2
0.25,0.034,57.638233,0.2,0.15,0.058,70.6,0.239,0.001,0.028315,0.034,2.5,0,16.102,0,7.252221,4.783002698,-0.00022,281.0,0.5256,89.99,0.282,1008.7,2e-05,0.186,0.5746,1,0,886.0,145.48,0.003,5170.0,19.1396047,2
0.108,0.047,70.729904,-0.05,-0.1,0.004,78.5,0.108,0.01,0.041039,-0.046,3.41,0,38.91,0,12.827003,20.50588921,0.00013,69.0,0.5684,89.62,0.722,2105.5,0.0001,0.153,0.0106,1,0,518.0,17.06,0.26,4905.0,19.2876948,2
0.154,0.06,58.181076,-0.59,0.05,-0.15,71.6,-0.039,0.05,0.037683,0.026,2.03,0,12.4,0,8.777286,3.340218842,0.00053,398.0,0.2365,87.85,0.058,1632.6,-0.00013,0.4175,0.4776,4,0,656.0,43.73,0.466,3950.0,19.0719273,2
3.251,3.275,50.679256,2.13,4.56,1.599,64.9,2.83,2.917,0.295115,1.489,30.26,1,3.32,1,7.337525,2.507089906,-0.002,408.0,0.3588,67.79,0.0,1339.2,-0.005,0.2868,0.887,1,0,1326.0,730.47,1.255,5926.0,19.6919219,0
0.17,0.56,36.000114,-0.13,0.19,0.14,46.1,0.1,-0.37,0.027096,0.42,3.12,0,33.12,0,7.871079,18.64932728,-0.00068,71.0,0.4191,89.86,0.0,893.6,0.00041,0.2555,0.0683,3,0,701.0,57.13,0.08,5775.0,19.3641148,2
0.7,0.59,33.185894,0.26,0.3,-0.7,50.6,0.0,-0.15,0.011136,-0.57,1.7,0,7.78,0,5.743281,4.90144976,-5.6e-05,193.0,0.4213,86.1,0.054,140.7,-1.2e-05,0.257,0.0464,4,0,1262.0,598.74,0.529,5847.0,19.8018904,2
0.42,0.16,24.258644,-0.58,0.5,-0.06,28.5,0.41,0.03,0.024042,0.16,2.76,0,6.05,0,4.4869766,9.75192101,-0.00013,132.0,0.4191,80.97,0.482,418.0,6e-05,0.2555,0.3894,3,0,870.0,135.66,0.949,5775.0,19.364104,2
0.41,0.47,32.640865,0.14,-0.07,0.26,39.7,0.31,-0.04,0.03498,0.47,4.02,0,24.9,0,7.5526104,38.5576546,-0.00101,37.0,0.4191,87.91,0.0,993.0,0.0007,0.2555,0.5868,3,0,550.0,21.71,0.911,5775.0,19.3641215,2
0.233,0.053,2078.4102,0.1332,-0.1522,0.032,1996.7,-0.231,-0.052,0.13372,-0.01,11.58,0,11.699,0,162.61552,3.525632539,-0.00196,382.0,0.5167,89.41,0.0,22335.0,0.006,0.1914,0.1434,1,0,975.0,213.12,0.12,5150.0,19.37211855,2
0.271,0.074,75.6448,0.24,-0.2,-0.003,76.8,-0.271,0.004,0.080046,0.074,7.61,0,49.31,0,15.928789,34.84398644,-0.0012,40.0,0.4341,88.92,0.13,4523.6,-0.0001,0.2434,0.1475,1,0,511.0,16.1,0.934,5509.0,19.061339,1
0.159,0.117,106.29421,0.11,-0.12,0.082,113.2,0.137,0.077,0.046615,-0.089,5.52,0,15.0,0,13.618479,7.748094239,0.00054,133.0,0.381,88.02,0.097,2472.1,-1e-05,0.2799,0.0761,1,0,964.0,204.39,0.517,5973.0,19.6326625,2
0.36,0.23,22.27284,-0.55,0.67,-0.17,27.5,0.32,0.05,0.03141,-0.23,1.8,0,45.2,0,5.809559,23.96793669,0.00068,43.0,0.4768,89.47,0.01,1182.3,-0.00088,0.2575,0.7252,2,0,329.0,2.77,0.416,3747.0,18.924412,2
0.94,0.6,15.260293,-0.13,1.06,-0.39,17.9,0.85,0.5,0.03178,-0.33,1.82,0,24.8,0,3.484774,8.29561738,0.00013,119.0,0.4768,87.95,0.029,824.3,-0.00096,0.2575,0.8214,2,0,469.0,11.39,0.888,3747.0,18.924422,2
0.78,0.082,45.585175,-0.74,-0.8,-0.588,56.4,-0.517,-0.018,0.037204,0.08,2.1,0,23.58,0,6.7459397,8.11437482,0.00033,167.0,0.4262,88.61,0.024,1558.0,0.00054,0.2964,0.1566,1,0,460.0,10.55,0.573,3692.0,19.254116,2
0.121,0.149,1785.2972,0.0081,0.0566,0.055,1300.0,0.108,0.148,0.27018,-0.018,27.5,1,78.037,0,456.11786,38.036729482,0.033,26.0,0.4785,89.63,0.0,82872.0,-0.075,0.2193,0.0,1,0,500.0,14.81,0.501,5575.0,19.60986019,0
0.126,0.098,135.01852,-0.05,0.06,-0.073,296.9,-0.103,-0.098,0.333559,0.007,30.09,0,1.354,0,14.098484,4.64090031,-9e-05,227.0,0.2852,19.01,0.029,2450.6,0.00051,0.3,0.9095,1,0,1155.0,421.08,1.28,6463.0,19.674246,1
11.23,11.17,98.60031,1.64,-9.57,1.06,138.2,-11.18,-11.11,0.151387,1.1,13.65,1,1.868,1,14.434505,3.747838198,-0.000787,358.0,0.4526,53.12,0.0,616.0,0.004598,0.2327,0.861,1,0,1031.0,266.76,1.121,5514.0,19.4041496,0
0.43,0.42,66.187065,-0.21,-0.06,0.19,107.4,0.38,0.24,0.018864,0.34,2.89,0,18.56,0,11.163704,14.74914825,2.1e-05,72.0,0.4213,89.47,0.0,430.2,0.000114,0.257,0.7875,4,0,874.0,137.91,0.173,5847.0,19.8018775,2
0.02,0.13,31.21894,-0.16,-0.27,0.02,37.8,0.0,0.07,0.030952,0.1,3.38,0,39.183,0,6.4162097,21.81295996,0.00016,45.0,0.4603,89.92,0.448,1175.4,0.00033,0.2291,0.1204,1,0,639.0,39.33,0.053,5601.0,19.651786,2
0.07,0.016,385.42834,-0.3,-0.324,-0.025,389.0,-0.065,0.006,0.121984,-0.015,10.34,1,15.534,0,47.533234,7.91936937,0.0003,132.0,0.3556,87.3,0.0,15148.0,-0.0022,0.2865,0.0163,1,0,814.0,104.0,0.733,5690.0,18.90255602,0
0.583,0.61,19.2544115,-0.0005,-0.034,-0.004,89.6,-0.017,0.0,0.673134,0.0,72.77,0,2.891,0,5.5897505,1.028436523,0.0,143.0,0.3107,57.3,0.006,8098.0,0.0,0.303,0.4866,1,0,1947.0,3400.48,1.5734,6228.0,19.48498256,1
0.112,0.035,170.02856,-0.39,-0.008,-0.063,166.0,0.093,-0.034,0.12103,0.008,11.01,0,31.24,0,33.115784,15.37562369,-0.0008,50.0,0.582,88.73,0.006,15337.0,-0.002,0.1451,0.4872,1,0,600.0,30.54,0.692,4986.0,18.8835605,2
0.26,0.2,33.637074,-0.65,-0.75,-0.11,39.3,-0.24,0.2,0.026361,-0.02,2.11,0,20.09,0,7.0046763,8.10363271,0.00038,131.0,0.6188,89.87,0.0,887.9,-0.00137,0.1142,0.5907,2,0,687.0,52.82,0.047,4861.0,18.8814102,2
0.6,0.21,16.489346,0.44,-1.37,0.11,21.3,-0.59,-0.13,0.018268,0.16,1.46,0,14.18,0,3.765065,4.71510843,-0.00026,208.0,0.6188,88.96,0.02,417.5,-0.00036,0.1142,0.7292,2,0,823.0,108.84,0.258,4861.0,18.881437,2
0.133,0.049,58.17086,0.07,-0.16,-0.019,70.8,-0.131,0.042,0.026275,-0.025,2.44,0,14.46,0,7.331596,6.365839713,-1e-05,216.0,0.3858,87.92,0.871,780.7,-4e-05,0.2711,0.1852,1,0,914.0,165.33,0.524,5776.0,19.4099691,2
1.26,1.25,42.549767,-0.06,1.33,0.34,50.3,1.22,1.22,0.035468,0.3,3.86,0,6.53,1,7.281016,5.97581754,9e-05,181.0,0.3511,81.71,0.0,962.4,-0.00104,0.2889,0.9854,1,0,1047.0,284.25,0.941,6108.0,19.6149306,0
7.841,7.787,98.78201,-97.44,26.11,-7.438,110.2,2.48,2.749,0.278526,-7.286,26.25,0,1.749,1,25.09719,2.446737317,0.07152,552.0,0.3928,44.81,0.0,1177.9,-0.01944,0.2676,0.6521,1,0,1261.0,597.19,1.241,5764.0,19.928356,0
0.116,0.564,653.36066,0.483,-0.345,-0.01,568.2,0.115,-0.509,0.104023,0.243,8.99,0,10.41,0,50.342957,3.04033046,-0.00348,440.0,0.5575,85.95,0.0,10859.0,0.00219,0.1611,0.2726,1,0,1021.0,257.29,0.736,5035.0,19.95441782,2
0.083,0.49,84.09906,-0.25,-0.16,-0.076,86.6,0.031,-0.35,0.056,-0.35,5.0,0,21.65,0,13.146613,15.33528675,0.00162,85.0,0.5256,87.95,0.0,3081.4,0.00184,0.186,0.0447,5,0,610.0,32.67,0.773,5251.0,19.4824445,2
0.76,0.96,10.168395,0.08,0.58,0.61,14.7,-0.46,-0.61,0.006915,0.75,1.06,0,10.01,0,2.978392,7.95825328,-1.2e-05,109.0,0.4213,85.95,0.628,50.0,-1.8e-05,0.257,0.0302,4,0,1074.0,314.15,0.706,5847.0,19.801885,2
0.082,0.45,110.02644,-0.05,-0.06,-0.081,117.2,-0.016,-0.379,0.072904,-0.25,6.5,0,33.19,0,23.140947,31.33046135,0.00168,46.0,0.5256,88.62,0.0,5073.8,0.0026,0.186,0.4851,5,0,481.0,12.61,0.798,5251.0,19.4824496,2
0.075,0.132,1224.3164,0.0657,-0.0282,0.075,323.4,-0.006,0.123,0.125229,-0.05,12.28,1,6.856,0,110.279724,3.9043425,0.00292,275.0,0.3928,84.06,0.0,16228.0,-0.00299,0.2676,0.1597,1,0,1104.0,351.05,0.709,5810.0,19.6037862,0
0.105,0.061,1748.3405,-0.1283,0.0505,-0.097,1671.1,-0.041,0.06,0.19639,-0.01,17.61,1,23.029,0,230.37978,9.286358079,-0.0022,117.0,0.3556,89.06,0.0,44791.0,-0.0112,0.2865,0.0415,1,0,796.0,95.03,0.377,5670.0,19.64959487,0
0.166,0.176,110.66481,0.1,0.18,0.143,117.2,0.083,-0.042,0.331342,0.171,31.44,1,5.42,0,13.511557,3.951405455,-0.00017,272.0,0.3342,76.4,0.706,2453.9,7e-05,0.2965,0.9756,1,0,1133.0,388.71,1.276,6046.0,19.7002951,0
0.07,0.02,188.42673,0.037,0.106,-0.034,266.3,0.061,0.019,0.05219,0.007,7.89,0,23.142,0,33.295635,23.65369415,-6e-05,57.0,0.4213,89.98,0.032,3341.8,-0.00023,0.257,0.6436,5,0,731.0,67.65,0.008,5739.0,19.1931416,2
0.33,0.29,34.323593,0.48,-0.03,-0.31,49.1,-0.11,-0.13,0.020278,-0.26,3.06,0,15.32,0,6.205785,13.23352214,-0.00023,97.0,0.4213,89.95,0.055,504.6,3e-05,0.257,0.3752,5,0,888.0,146.67,0.014,5739.0,19.1931523,2
0.28,0.23,26.274458,-0.46,0.76,-0.22,35.1,0.18,0.13,0.015336,-0.19,2.32,0,9.34,0,4.266375,6.15560285,0.00013,203.0,0.4213,88.56,0.0,285.0,-0.0002,0.257,0.7589,5,0,1146.0,406.94,0.235,5739.0,19.193129,2
0.85,0.82,14.88052,-1.22,-0.61,-0.06,19.9,0.85,0.82,0.010686,-0.03,1.62,0,3.32,0,3.535499,2.090811305,0.000137,527.0,0.4213,77.03,0.007,115.9,7.2e-05,0.257,0.5003,5,0,1642.0,1718.04,0.746,5739.0,19.193111,2
0.22,0.36,34.970474,-0.25,0.04,-0.02,50.4,-0.22,-0.34,0.009989,0.12,1.53,0,6.751,0,5.307951,3.180027898,1.1e-05,323.0,0.4213,88.34,0.307,120.3,2e-05,0.257,0.2045,4,0,1458.0,1066.86,0.196,5847.0,19.8018763,2
0.87,0.88,15.157462,0.37,0.39,0.72,19.4,0.49,0.39,0.01767,0.78,2.67,0,50.9,0,5.1075315,50.4467417,-0.00014,22.0,0.4213,89.57,0.394,370.3,-0.00014,0.257,0.6433,5,0,568.0,24.64,0.379,5739.0,19.19315,2
0.27,0.13,39.560696,-0.21,0.01,-0.22,48.9,-0.152,0.028,0.028519,0.12,2.35,0,31.76,0,9.07897,11.76307164,-0.00062,88.0,0.582,89.91,0.008,1037.3,0.00023,0.1451,0.9555,2,0,616.0,33.99,0.048,4959.0,19.613471,2
0.95,0.53,16.481398,-0.34,0.84,-0.85,20.9,-0.43,-0.19,0.028683,-0.5,2.37,0,90.7,0,6.9918575,56.2279271,-0.00041,18.0,0.582,89.56,0.123,862.7,-0.00053,0.1451,0.0904,2,0,366.0,4.22,0.7,4959.0,19.613468,2
6.483,6.355,44.634888,20.59,-8.07,5.999,50.5,-2.459,-2.604,0.222925,5.798,17.06,1,2.27,1,7.4411964,2.384052875,-0.024,549.0,0.6106,58.76,0.0,1268.1,0.00931,0.1196,0.9924,1,0,1010.0,244.87,1.178,4794.0,19.9766921,0
0.18,0.08,31.887648,-0.21,0.18,-0.04,38.4,-0.17,-0.07,0.026448,-0.05,2.25,0,22.68,0,5.371588,7.953547,0.0003,166.0,0.6385,89.24,0.334,875.4,-9e-05,0.1017,0.2613,2,0,696.0,55.37,0.3,4768.0,19.4105795,2
0.22,0.17,18.548983,0.17,0.09,0.16,22.8,-0.14,-0.03,0.017441,0.17,1.48,0,13.767,0,4.527273,4.14451656,-1e-05,316.0,0.6385,89.99,0.997,391.8,0.0,0.1017,0.2616,2,0,864.0,132.08,0.004,4768.0,19.410589,2
0.17,0.163,300.96277,-0.14,-0.166,-0.139,269.7,-0.098,0.088,0.355227,-0.138,38.33,1,8.29,0,30.702702,4.859386384,0.00068,273.0,0.3511,81.27,0.0,6044.3,-0.00167,0.2889,0.7838,1,0,1114.0,364.23,1.259,6072.0,19.48095458,0
0.178,0.033,488.70584,0.091,-0.122,0.053,482.3,-0.17,-0.03,0.095143,-0.012,8.24,0,28.26,0,58.01924,10.526294577,-5e-05,129.0,0.4341,88.69,0.0,9768.0,0.00075,0.2434,0.742,1,0,713.0,61.16,0.644,5386.0,19.59187627,2
0.08,0.039,212.06973,0.321,0.081,-0.072,99.5,-0.035,-0.024,0.056287,-0.03,5.39,0,13.672,0,18.698158,4.583520948,-0.00039,297.0,0.3928,89.81,0.012,3812.1,-0.00028,0.2676,0.072,1,0,1038.0,274.98,0.045,5815.0,19.9457993,2
0.06,0.74,29.971922,-0.17,-0.16,0.04,35.9,0.05,0.61,0.025656,0.43,2.66,0,3.73,0,4.2820764,3.76181843,-0.00022,273.0,0.4096,75.62,0.02,510.6,-0.00025,0.2602,0.3403,1,0,1121.0,372.62,0.926,5653.0,18.8877545,2
0.22,0.15,44.777393,0.0,0.37,-0.12,54.4,0.19,0.13,0.033372,-0.085,3.01,0,13.23,0,7.181467,8.20396958,2e-05,162.0,0.5746,86.43,0.009,1024.4,-0.0004,0.1496,0.5107,2,0,742.0,71.5,0.823,5015.0,19.1043801,2
0.31,0.24,20.855698,0.13,-0.76,0.01,25.7,0.31,0.23,0.033377,0.05,3.01,0,9.85,0,5.1306577,14.49645186,-7e-05,89.0,0.5746,84.34,0.036,647.5,0.00049,0.1496,0.85,2,0,613.0,33.48,0.97,5015.0,19.104383,2
0.09,0.56,24.029488,-0.31,0.17,-0.04,24.8,-0.08,-0.48,0.024555,-0.29,2.19,0,14.52,0,4.6233773,6.54626149,0.00041,200.0,0.5256,87.46,0.09,655.9,0.00019,0.186,0.73,5,0,810.0,101.78,0.644,5251.0,19.482443,2
0.03,0.16,42.002544,0.0,0.29,-0.02,52.7,-0.02,-0.16,0.030871,0.02,2.31,0,29.5,0,7.304412,12.71809866,-0.00013,107.0,0.6106,89.17,0.832,1149.4,-7e-05,0.1196,0.8866,2,0,562.0,23.6,0.427,4702.0,19.5275413,2
0.13,0.09,39.547905,0.02,0.1,-0.1,51.7,0.08,-0.08,0.035281,-0.05,2.64,0,63.84,0,10.347036,36.06588163,-0.0002,38.0,0.6106,89.77,0.622,1563.8,0.0002,0.1196,0.3424,2,0,397.0,5.88,0.26,4702.0,19.5275417,2
0.186,0.05,245.59174,-0.114,0.178,-0.091,240.6,0.163,-0.038,0.050076,-0.033,6.21,0,10.6,0,21.389048,4.190425659,0.00026,318.0,0.3729,87.52,0.0,2877.4,0.0017,0.2826,0.2448,1,0,1234.0,547.9,0.458,6073.0,19.5664385,2
0.139,0.054,88.43494,0.04,-0.19,-0.03,116.1,-0.136,0.05,0.040686,0.019,4.35,0,9.6255,0,9.246548,3.709870784,-0.00025,279.0,0.4096,89.86,0.416,2020.3,8e-05,0.2602,0.1785,1,0,1151.0,415.1,0.023,5727.0,18.9242944,2
0.214,0.118,63.15734,0.38,-0.07,0.164,74.6,-0.138,-0.118,0.034822,-0.005,3.75,0,13.31,0,10.867014,16.3297527,0.00097,85.0,0.3511,86.59,0.0,1187.5,0.00019,0.2889,0.4521,1,0,727.0,66.08,0.791,5878.0,19.2340093,2
0.025,0.011,739.8864,-0.196,0.029,-0.012,748.1,0.022,0.011,0.161479,0.001,13.84,0,43.26,0,184.1626,27.807566216,-0.0004,50.0,0.3556,88.96,0.0,25391.0,-0.0023,0.2865,0.7873,1,0,554.0,22.24,0.782,5862.0,19.79254186,2
0.219,0.061,129.28693,-0.076,0.009,-0.218,160.9,-0.027,-0.042,0.056129,-0.044,7.59,0,50.5,0,39.125496,80.8723469,-0.00023,17.0,0.4641,89.4,0.403,3604.6,0.00016,0.2286,0.4468,1,0,452.0,9.88,0.527,5510.0,19.1436181,2
5.752,5.464,126.34083,5.024,20.777,2.02,122.1,5.385,5.154,0.348902,1.814,26.82,1,4.05,1,17.338335,3.166465862,-0.022,320.0,0.5396,71.8,0.0,4357.2,-0.0928,0.1731,0.9974,1,0,954.0,196.31,1.266,4968.0,18.9914106,0
0.81,0.46,48.44607,0.42,-0.18,0.13,62.0,0.8,0.44,0.015956,-0.14,2.29,0,24.1,0,10.750713,24.99324319,-4.7e-05,53.0,0.3958,88.37,0.001,269.6,0.000151,0.2678,0.2311,1,0,712.0,60.88,0.686,5718.0,19.1575299,2
0.19,0.05,43.478497,0.33,-0.31,0.12,49.2,0.15,0.03,0.024674,-0.04,2.47,0,25.51,0,6.973618,10.35533116,-0.00013,127.0,0.4526,89.93,0.007,750.6,0.00033,0.2327,0.0892,1,0,777.0,86.22,0.029,5501.0,19.2662874,2
0.06,0.064,56.866776,-0.14,0.16,0.05,62.6,0.031,0.064,0.040767,-0.01,3.68,0,17.79,0,11.495781,16.08518937,0.00022,82.0,0.5086,87.21,0.348,1442.4,-0.00012,0.1959,0.0625,1,0,613.0,33.43,0.867,5239.0,19.4736764,2
0.123,0.056,311.33582,0.148,0.059,0.115,271.8,-0.045,-0.022,0.14756,0.051,10.59,0,184.83,0,157.44649,235.9986399,-0.0041,6.0,0.7032,89.76,0.0,20715.0,0.0,0.0563,0.637,1,0,188.0,0.29,0.778,4245.0,19.5338684,1
0.08,0.13,43.14732,0.07,0.04,0.08,53.0,0.01,-0.113,0.029843,0.05,2.56,0,21.59,0,8.483169,7.49018305,-8e-05,178.0,0.5684,89.95,0.139,1123.6,0.00026,0.153,0.8739,4,0,753.0,76.06,0.02,5103.0,19.4425998,2
0.35,0.26,28.587673,-0.58,0.24,-0.15,45.5,0.31,0.17,0.035273,-0.2,3.03,0,59.91,0,7.9323716,36.2761238,0.00082,39.0,0.5684,89.97,0.091,1572.6,6e-05,0.153,0.1413,4,0,445.0,9.29,0.035,5103.0,19.4425834,2
0.23,0.11,16.755081,0.05,-1.03,-0.1,22.6,0.21,0.08,0.026969,-0.08,2.32,0,49.3,0,4.671781,17.46087931,-4e-05,69.0,0.5684,89.31,0.001,812.4,0.00093,0.153,0.4718,4,0,568.0,24.6,0.594,5103.0,19.442599,2
0.6,0.35,19.2542,-0.24,-0.35,0.19,27.4,-0.57,-0.33,0.036134,0.1,1.94,0,94.7,0,6.1299686,56.0560754,0.00077,24.0,0.423,89.99,0.048,1626.0,0.00092,0.3107,0.0766,1,0,233.0,0.69,0.018,3593.0,19.30056,2
0.289,0.028,904.6437,-0.36,0.128,-0.275,907.8,0.086,0.006,0.139516,-0.027,11.38,0,67.69,0,217.32286,41.408316686,0.0092,33.0,0.398,89.68,0.0,22839.0,-0.0027,0.2665,0.6138,1,0,453.0,9.93,0.377,5522.0,19.45068503,2
0.067,0.138,505.17914,0.015,0.005,0.062,561.1,0.024,-0.07,0.134949,0.119,14.21,0,29.734,0,123.3638,39.74893077,-0.0049,34.0,0.3447,88.3,0.0,15179.0,0.0017,0.2916,0.255,1,0,552.0,21.87,0.881,6122.0,19.54528636,1
0.06,0.08,48.613644,0.01,0.32,0.03,59.4,-0.05,-0.08,0.027348,0.014,2.47,0,16.74,0,7.166417,5.715425977,9e-05,181.0,0.5256,88.81,0.309,908.1,-0.00014,0.186,0.6565,2,0,850.0,123.03,0.348,5237.0,19.0073656,2
0.47,0.01,250.00006,0.391,-1.081,0.44,355.7,-0.167,-0.01,0.036501,0.0,8.2,0,34.34,0,61.598824,49.18394185,0.000243,29.0,0.4213,89.94,0.0,1646.2,-0.00188,0.257,0.0115,2,0,669.0,47.4,0.035,5626.0,19.63728842,2
0.45,0.41,9.322174,0.0,-1.0,0.3,10.7,0.34,0.3,0.025305,0.3,2.28,0,34.9,0,3.5729597,20.0261412,4e-05,54.0,0.5256,88.43,0.175,421.2,0.0005,0.186,0.5513,2,0,559.0,23.14,0.957,5237.0,19.007366,2
0.16,0.072,209.14677,0.191,0.118,0.139,184.1,0.08,-0.045,0.192842,0.056,19.02,0,20.24,0,36.547604,13.61014819,-0.00066,101.0,0.3728,86.94,0.015,5732.9,0.00021,0.2787,0.9953,1,0,733.0,68.29,1.081,5697.0,19.3265228,1
9.389,9.287,48.83681,30.19,-85.09,3.623,51.7,-8.662,-8.533,0.030416,3.665,2.66,1,29.22,1,10.513627,10.44331991,-0.03841,127.0,0.5746,89.55,0.0,1159.8,0.1079,0.1496,0.0106,1,0,667.0,46.94,0.23,4947.0,19.0836582,0
0.38,0.2,28.265633,0.26,-0.46,-0.03,30.7,0.38,0.2,0.015942,0.03,1.41,0,9.527,0,4.7961717,2.237489571,-0.0001,595.0,0.5167,89.23,0.022,315.8,0.00018,0.1914,0.6943,1,0,1160.0,427.17,0.128,5265.0,19.333845,2
0.173,0.027,1762.9304,-0.0665,-0.1855,0.01,1630.4,-0.173,-0.015,0.166109,0.023,14.62,1,16.497,0,192.99095,5.851520671,-0.0003,178.0,0.421,89.27,0.002,33004.0,0.0006,0.2521,0.5727,1,0,901.0,155.89,0.211,5532.0,18.93915234,0
0.07,0.07,55.665585,0.1,0.05,-0.039,64.8,0.06,-0.07,0.025513,-0.003,2.62,0,11.389,0,5.8711963,3.167893418,-9e-05,430.0,0.3588,89.87,0.683,781.2,5e-05,0.2868,0.8648,1,0,1221.0,526.23,0.026,5895.0,19.5877665,2
0.25,0.28,68.72953,-0.18,0.18,-0.065,86.1,0.242,0.214,0.030716,0.18,3.11,0,12.25,0,7.6148076,4.311780262,-0.00013,299.0,0.4695,89.08,0.0,1154.0,-0.00085,0.224,0.2117,3,0,1038.0,274.84,0.196,5527.0,19.1495076,2
0.02,0.25,29.427977,0.11,0.46,0.01,37.8,0.02,0.0,0.026569,0.25,2.69,0,32.0,0,6.4205737,20.0504494,-0.00033,64.0,0.4695,89.31,0.0,840.9,-0.00084,0.224,0.6485,3,0,622.0,35.44,0.383,5527.0,19.1495147,2
0.36,0.39,17.335663,-0.21,0.12,-0.02,21.1,0.36,0.32,0.026407,0.22,2.67,0,22.2,0,3.9681692,9.76734503,-5e-05,122.0,0.4695,87.68,0.073,569.1,-0.00045,0.224,0.9693,3,0,791.0,92.46,0.9,5527.0,19.149507,2
0.078,2.28,165.9875,0.407,-0.351,0.002,223.5,-0.078,1.7,0.077431,-1.52,8.98,0,120.05,0,63.25567,119.0207044,0.0043,11.0,0.4695,89.96,0.0,7430.5,-0.0041,0.224,0.0001,1,0,366.0,4.25,0.076,5453.0,19.4389289,1
