koi_dikco_msky,koi_dicco_msky,koi_fwm_srao,koi_max_mult_ev,koi_fwm_sdeco,koi_dikco_mra,koi_model_snr,koi_dicco_mdec,koi_ror,koi_prad,koi_dikco_mdec,koi_dicco_mra,koi_fpflag_ss,koi_dor,koi_fpflag_co,koi_ldm_coeff1,koi_max_sngle_ev,koi_period,koi_incl,koi_fwm_prao,koi_disposition_num
1.3,1.1,-1.3,7.68906,-1.0,1.18,12.5,-0.7,0.00668,1.16,-0.6,0.87,0,11.42,0,0.2893,3.0619566,5.6795377,89.02,0.000104,1
2.87,3.19,-1.2,9.905458,-0.07,-2.42,12.2,-0.91,0.016192,5.38,-1.54,-3.06,0,25.67,1,0.5405,3.153209,17.4453133,89.49,0.00084,0
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,23.0,0.0,0.021076,2.39,-0.017,0.0,1,15.46,0,0.392,5.5897505,2.9788702,88.5,0.0,0
4.21,4.13,-6.9,8.511584,-6.1,-2.45,9.2,-3.38,0.007324,0.92,-3.43,-2.37,0,5.8,1,0.4695,3.3978274,1.97515457,89.73,0.000248,0
1.14,1.28,-0.3,9.466705,0.5,1.12,10.1,0.36,0.022231,2.67,0.19,1.23,0,9.47,0,0.4603,4.08747,9.33955596,84.03,8e-05,1
0.583,0.61,-30.78,62.200512,-57.47,-0.004,37.3,0.0,0.284532,23.21,-0.017,0.0,1,5.99,1,0.49,53.229355,21.993112,77.97,0.04346,0
1.0,0.42,0.4,11.059722,0.0,1.0,12.6,-0.37,0.023621,1.89,0.11,0.2,0,50.2,0,0.398,2.979324,19.5489666,89.05,0.00017,2
1.1,1.78,-0.6,9.0123415,1.0,-0.76,11.2,-1.2,0.014014,1.12,-0.7,-1.28,0,23.3,0,0.398,2.9106994,7.41834569,89.88,0.00029,1
6.164,6.213,-14.01,51.554775,6.77,-5.399,49.3,3.127,0.04461,3.11,2.974,-5.369,0,24.3,1,0.4535,21.122961,27.6853358,87.89,0.02146,0
0.39,0.26,0.68,15.579355,0.25,0.12,9.6,0.26,0.023364,2.24,0.37,0.04,0,55.6,0,0.3928,4.940361,35.6225528,89.73,-0.00036,2
1.05,0.74,-2.7,10.650661,0.7,-0.61,11.8,-0.68,0.010644,1.18,-0.85,-0.29,0,5.95,1,0.3071,3.766749,7.1403113,82.41,0.00022,0
6.58,6.53,14.7,8.86209,2.7,6.52,10.3,0.79,0.007445,0.97,0.86,6.48,0,6.83,1,0.4035,3.0033884,2.69487041,85.35,-0.000817,0
0.5,0.19,-0.7,12.923793,0.3,0.21,13.1,-0.11,0.020068,1.3,-0.45,0.2,0,144.6,0,0.6584,6.485462,112.303136,89.9,0.00028,2
3.2,3.26,-0.89,11.079872,0.52,0.23,20.7,-3.25,0.009874,2.86,-3.19,0.3,0,49.56,0,0.4858,4.500197,92.461135,89.9,9.6e-05,1
0.41,0.4,-0.6,10.238926,1.72,-0.06,10.3,0.39,0.251507,20.52,0.4,-0.09,1,45.1,0,0.3556,3.840059,49.5387264,88.45,0.0006,0
0.45,0.56,1.0,7.412496,3.6,-0.44,8.2,0.0,0.004875,0.49,-0.07,-0.56,0,6.64,1,0.3511,3.4366944,3.39155966,88.43,-3.5e-05,0
3.23,3.13,0.7,7.164677,0.7,1.7,7.5,-3.13,0.01261,0.82,-2.71,-0.2,0,29.1,0,0.5856,2.4770894,9.2294726,89.85,0.00012,1
3.09,2.87,3.69,9.673146,-1.2,-1.48,16.2,-2.52,0.02183,32.84,-2.72,-1.37,0,3.338,0,0.4963,3.4676833,1.33254897,85.85,-0.0019,0
0.74,0.66,0.9,8.597889,0.5,0.65,9.5,-0.42,0.012401,1.12,-0.35,0.52,0,24.2,0,0.3238,3.7240977,18.3721835,88.15,-0.00011,1
5.0,5.4,-5.4,9.2408285,-6.9,-3.63,10.0,-3.6,0.017325,1.85,-3.5,-4.02,0,35.9,1,0.4785,4.022959,18.2260472,89.4,0.00198,0
0.583,0.61,18.3,10.57951,9.95,-0.004,27.7,0.0,0.215782,21.07,-0.017,0.0,0,1.322,1,0.4526,5.2381687,0.630539713,24.8,-0.00224,0
1.09,1.11,-1.7,9.078064,-1.1,-0.51,12.1,-0.96,0.276761,28.98,-0.96,-0.56,0,49.4,0,0.3556,6.310782,17.99562529,88.81,0.0015,1
2.34,2.35,4.74,10.916952,6.8,2.1,33.3,0.82,0.006671,1.92,0.96,2.2,0,1.574,1,0.3811,3.9138443,1.018347376,65.43,-8.4e-05,0
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,108.6,0.0,0.328292,30.54,-0.017,0.0,0,2.72,0,0.3487,5.5897505,0.659299289,61.88,0.0,0
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,23.0,0.0,0.021076,2.39,-0.017,0.0,0,15.46,0,0.392,5.5897505,101.97435125,88.5,0.0,0
0.27,0.34,2.1,8.50293,-0.9,-0.01,11.4,-0.34,0.080621,11.67,-0.27,-0.01,0,12.95,0,0.3031,4.043727,63.095068,85.35,-0.00094,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,23.0,0.0,0.021076,2.39,-0.017,0.0,1,15.46,0,0.392,5.5897505,4.45540935,88.5,0.0,0
5.95,5.85,10.723,192.70526,-10.697,4.39,155.6,-3.59,0.351452,30.32,-4.02,4.62,1,19.69,1,0.49,51.744057,37.32483952,86.32,-0.0529,0
2.78,3.12,-3.06,93.7909,-0.74,-1.37,131.4,-2.33,0.322212,36.8,-2.41,-2.08,1,3.89,1,0.381,24.865274,25.951984,70.99,0.01275,0
0.79,1.0,1.6,7.773399,-1.0,0.42,12.0,0.9,0.00856,0.8,0.7,0.46,0,37.4,0,0.4341,2.767814,21.7203362,89.52,-0.00014,1
0.71,0.79,0.42,14.554175,-0.69,0.48,18.2,0.55,0.011762,3.19,0.52,0.57,0,58.2,0,0.3671,5.314401,42.9136635,89.6,-9e-05,2
0.51,0.31,0.26,23.183668,-0.42,0.45,17.5,0.09,0.030375,2.78,0.25,0.29,1,137.9,0,0.4603,9.021142,88.1804682,89.99,-2e-05,0
0.63,0.79,-0.9,9.156626,-0.1,-0.06,12.7,0.78,0.030353,2.32,0.62,0.08,0,99.5,0,0.627,5.100828,177.668663,89.56,0.0006,2
0.49,2.2,-2.9,9.519009,0.3,0.12,8.8,1.51,0.00954,0.75,0.47,1.6,1,7.41,0,0.6106,3.6305764,0.98041685,86.55,0.0,0
0.87,0.77,0.5,10.347039,1.2,0.87,12.2,0.13,0.015844,2.22,-0.06,0.76,0,80.16,0,0.3661,4.27339,92.263742,89.81,-0.00016,2
0.55,0.41,0.7,11.341888,-1.69,-0.55,12.4,-0.03,0.015634,1.72,0.0,-0.41,0,25.6,0,0.3661,3.3630998,6.64754478,89.47,-0.00025,2
7.05,6.75,2.09,11.197976,4.14,2.37,19.3,6.45,0.014598,1.59,6.64,1.99,0,1.586,1,0.4035,3.1599426,1.23517588,66.81,-0.00029,0
0.36,0.37,0.8,8.1730385,-4.1,0.09,10.4,-0.36,0.009654,0.97,-0.35,0.07,0,8.53,0,0.4035,3.2473996,1.97650073,89.63,-8e-05,1
0.14,0.09,-0.29,9.294282,0.9,-0.09,8.3,0.07,0.00636,1.46,0.1,-0.05,0,7.07,0,0.274,2.9231021,3.79892774,88.95,1.4e-05,1
8.12,7.85,-5.9,8.107988,3.5,-2.335,19.9,7.57,0.009886,0.84,7.78,-2.082,0,3.64,1,0.2859,3.7896533,0.416995408,88.6,0.000431,0
0.83,0.83,-1.2,9.940506,-1.7,-0.18,10.3,-0.8,0.014103,1.48,-0.81,-0.22,0,20.13,0,0.3511,3.7769728,14.7401061,89.67,0.00033,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,7.5,0.0,0.010342,1.33,-0.017,0.0,0,217.1,0,0.3076,5.5897505,256.52387,89.95,0.0,0
2.512,2.529,-0.0005,8.955095,-0.034,2.127,7.3,-1.209,0.002691,0.73,-1.336,2.221,0,2.8,0,0.2598,3.9103322,3.0001191,76.88,0.0,0
0.45,0.36,0.09,32.46188,0.134,0.0,54.3,0.36,0.030244,4.63,0.45,0.04,0,21.2,0,0.3403,10.735117,81.4160138,87.53,-3.1e-05,2
1.1,1.2,1.1,10.886312,1.0,-1.1,11.6,-0.11,0.013995,1.39,0.19,-1.2,0,11.87,0,0.3511,9.183444,4.7309013,88.25,-0.00017,1
1.74,1.76,-0.3,8.473243,1.6,0.65,12.1,-1.64,0.00937,1.08,-1.61,0.65,0,19.3,0,0.3238,3.7747288,21.3761817,89.95,2e-05,1
0.23,0.2,-0.7,9.198795,0.9,-0.21,8.2,0.04,0.013941,1.51,0.09,-0.2,0,24.77,0,0.3661,3.0435066,6.58753699,89.7,0.00027,1
0.8,0.7,-1.5,8.748134,1.0,0.8,9.6,-0.02,0.010404,0.8,0.25,0.7,0,19.06,0,0.5396,2.9424045,8.5900471,89.71,0.00019,0
3.77,3.83,1.5,7.494789,0.2,0.05,11.1,-3.82,0.011865,1.7,-3.77,0.26,0,236.0,0,0.3201,4.7354574,357.82544,89.85,-0.00022,0
0.9,2.79,-0.33,13.308066,1.65,-0.46,13.9,-2.78,0.023114,2.42,-0.77,-0.31,0,57.2,0,0.3588,4.241444,30.8278245,89.98,0.00031,2
0.31,0.24,-0.16,10.610574,-0.24,0.1,13.6,-0.21,0.02451,2.58,-0.3,0.13,0,92.167,0,0.3661,4.3248744,47.1607932,89.98,0.00034,2
0.06,0.14,-1.62,14.733009,0.63,-0.05,17.8,-0.06,0.030272,1.75,0.03,-0.12,0,102.4,0,0.4639,5.183427,49.2768448,89.99,0.00195,2
0.48,0.28,-2.47,11.920323,-1.39,-0.48,14.5,-0.03,0.016941,0.97,0.0,-0.28,0,73.8,0,0.5308,3.8971653,35.2330694,89.89,0.00058,2
6.455,5.2,1.57,13.70746,14.0,0.941,15.3,-3.1,0.028034,1.97,6.386,-4.2,0,92.9,1,0.6834,5.0224895,45.3965379,89.95,-0.00118,0
0.15,0.05,-0.27,7.3217716,-0.98,-0.05,14.8,-0.02,0.041147,39.59,-0.15,-0.04,0,900.1,0,0.4467,5.0052147,508.807642,90.0,0.0004,0
0.33,0.4,0.9,8.218926,-2.7,0.1,10.2,-0.06,0.021055,1.93,-0.31,0.4,0,36.8,0,0.3928,3.0684035,36.721576,89.85,-0.00018,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,11.0,0.0,0.018881,3.54,-0.017,0.0,0,290.3,0,0.4594,5.5897505,362.69427,89.95,0.0,0
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,13.0,0.0,0.025195,2.82,-0.017,0.0,0,208.1,1,0.341,5.5897505,370.35639,89.95,0.0,0
1.18,1.04,0.31,14.993851,-0.82,0.51,25.9,0.9,0.011823,3.19,1.06,0.52,0,73.14,0,0.2931,5.811861,96.81647,89.97,-0.000109,1
5.73,5.89,-3.32,11.082045,0.5,-1.98,14.3,5.55,0.004528,0.51,5.37,-1.97,0,1.915,1,0.3511,3.964075,0.729724346,74.16,3.44e-05,0
0.62,0.62,1.4,7.310105,-0.3,-0.19,11.2,0.58,0.006432,0.69,0.59,-0.21,0,2.72,0,0.3224,46.417217,3.51413723,69.9,-4.8e-05,1
0.74,0.44,-0.4,8.756785,0.4,-0.71,8.7,0.26,0.006861,1.51,0.23,-0.36,0,13.14,0,0.4735,3.337887,4.96504981,87.14,8e-06,1
8.29,8.38,-2.3,8.608071,8.7,1.19,11.3,8.32,0.010051,0.92,8.2,1.0,0,2.596,1,0.614,5.87758,0.821472455,84.22,0.0003,0
6.85,6.95,10.6,9.872231,-4.6,6.57,11.1,-1.69,0.008445,0.78,-1.94,6.74,0,2.719,1,0.3928,3.2803953,1.29019586,89.08,-0.000827,0
1.28,1.24,-0.5,9.432162,-3.9,-0.72,12.7,0.95,0.007681,1.67,1.07,-0.79,0,5.42,0,0.4725,3.0023336,1.141148847,89.34,0.0,1
0.75,0.7,2.2,7.6062803,1.3,-0.75,10.2,-0.1,0.010763,1.1,0.1,-0.7,0,24.65,0,0.4603,2.763431,12.460565,89.97,-0.00031,1
1.8,1.6,0.5,8.065692,1.1,0.2,8.8,-1.6,0.010577,1.18,-1.8,0.2,0,20.63,0,0.3447,3.0874918,19.5945772,88.92,-7e-05,1
2.28,2.23,1.97,15.17209,2.9,2.1,14.7,0.86,0.011917,0.95,0.87,2.06,0,11.335,1,0.398,5.754915,8.48032079,89.98,-0.00035,0
1.76,1.7,-1.9,19.2544115,0.3,0.27,8.7,-1.69,0.023376,2.72,-1.74,0.24,0,298.4,0,0.3388,5.5897505,409.87844,89.95,0.0012,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,8.8,0.0,0.010563,1.79,-0.017,0.0,0,180.5,0,0.3167,5.5897505,227.6258,89.95,0.0,0
0.68,0.61,0.72,9.948514,0.37,-0.62,11.3,0.14,0.021423,1.41,0.27,-0.6,0,13.97,0,0.6215,4.3406734,18.1373788,86.12,-0.0002,2
0.41,0.36,-0.54,19.658266,0.21,-0.04,21.9,-0.36,0.016631,1.6,-0.41,-0.02,0,51.45,0,0.3342,6.354747,51.1104797,89.97,0.00015,2
0.39,0.34,0.16,24.939644,-0.3,-0.26,25.7,-0.15,0.031301,3.35,-0.29,-0.31,0,37.7,0,0.3928,7.2797685,47.9869119,88.67,-0.00021,2
5.6,5.5,4.17,144.07951,1.61,4.39,91.1,3.4,0.067781,7.76,3.5,4.29,0,176.05,0,0.4526,134.10854,359.047933,90.0,-0.0204,0
4.9,4.99,-1.3,15.679331,8.23,-1.22,17.9,4.85,0.273807,24.73,4.75,-1.18,1,22.3,1,0.4966,6.2979283,29.8042694,86.83,0.0,0
0.52,0.51,-0.6,9.485005,0.8,-0.51,11.0,-0.1,0.012708,1.28,0.09,-0.5,0,15.28,0,0.3447,3.2073543,7.08757462,88.61,0.00011,1
0.6,0.7,-1.5,9.111389,0.0,0.57,10.5,0.1,0.018809,1.75,0.15,0.65,0,9.4,0,0.5256,3.1794865,3.74318005,84.19,0.0,1
1.19,1.11,-0.4,8.681043,0.2,0.75,11.3,-0.86,0.067492,8.17,-0.92,0.7,0,1.382,0,0.319,3.6600375,5.4169303,40.2,4e-05,1
0.072,0.155,-0.0005,7422.2627,-0.034,0.058,1766.7,-0.08,0.461141,42.5,-0.043,0.133,1,1.66156,0,0.3728,796.63776,1.003049079,70.01,0.0,0
4.15,4.06,-6.2,10.306368,-0.6,-3.0,15.2,-2.81,0.057092,7.29,-2.87,-2.93,0,1.13,1,0.2947,3.6739893,0.933157032,22.28,0.000366,0
0.5,0.5,-2.6,7.907231,0.9,-0.3,7.9,0.5,0.018237,1.71,0.5,-0.2,0,56.1,0,0.4603,3.3066218,37.1083458,89.38,0.00105,0
0.69,0.8,-1.2,8.405148,3.5,-0.25,11.6,-0.7,0.019451,1.65,-0.65,-0.38,0,84.8,0,0.3556,3.0269215,31.1920226,89.93,0.00075,1
0.29,0.26,-0.1,8.187134,-2.4,-0.23,18.5,-0.08,0.104426,13.68,-0.18,-0.25,0,1.099,0,0.3044,5.1530824,1.02104719,8.59,0.0,0
0.59,0.61,0.5,9.184565,1.7,0.47,11.3,-0.23,0.017589,2.26,-0.35,0.57,0,16.3485,0,0.2947,4.756535,7.630545,89.93,-0.00018,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,8.6,0.0,0.016291,2.09,-0.017,0.0,0,26.39,0,0.3028,5.5897505,12.083457,89.95,0.0,0
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,11.9,0.0,0.009877,1.01,-0.017,0.0,0,206.6,0,0.3165,5.5897505,401.5907,89.95,0.0,0
2.19,1.5,0.0,8.766098,-0.8,0.8,10.3,1.3,0.011407,1.27,2.04,0.73,0,18.89,0,0.3511,3.242407,6.6716723,89.49,-2e-05,1
0.36,0.38,-0.12,10.1395855,-0.04,-0.1,56.4,0.37,0.019261,4.25,0.35,-0.07,0,2.641815,0,0.3534,4.5922546,53.912783631,68.12,-4.9e-05,0
6.44,6.78,-2.8,10.476792,2.17,-5.64,10.8,3.89,0.004073,0.77,3.1,-5.55,1,4.29,1,0.3354,3.5103781,1.23142395,87.5,3.4e-05,0
0.81,0.83,0.1,19.2544115,1.3,0.49,10.3,0.63,0.0204,1.78,0.64,0.54,0,231.0,0,0.58,5.5897505,409.38645,89.95,-9e-05,1
0.583,0.61,20.95,16.493217,1.24,-0.004,19.7,0.0,0.037095,6.54,-0.017,0.0,1,240.0,1,0.2951,11.075867,386.828262,89.77,-0.02617,0
7.653,7.482,-23.88,977.96655,6.1309,-7.403,136.5,1.714,0.070791,8.15,1.942,-7.283,1,8.988,1,0.2913,285.5895,15.8733803,84.13,0.2759,0
13.324,13.446,40.44,24.618546,8.75,13.322,36.9,0.272,0.026381,3.23,0.249,13.443,1,15.59,1,0.3239,12.880941,42.3991752,86.45,-0.02332,0
3.29,3.28,3.78,100.61897,0.425,3.18,125.0,1.1,0.35336,39.94,0.87,3.09,1,6.51,1,0.3071,26.591333,25.95198823,78.76,-0.0199,0
5.34,5.27,-4.05,150.76508,1.8,-5.0,90.5,1.8,0.434667,42.91,1.9,-4.96,1,4.14,1,0.4096,38.19739,25.9522401,70.59,0.01203,0
5.03,4.92,6.82,16.457384,-0.87,5.02,20.3,-0.38,0.014858,1.6,-0.32,4.9,1,47.04,1,0.3511,4.7349133,14.12809896,89.94,-0.00174,0
0.97,0.82,0.4,9.780214,0.2,-0.69,10.1,-0.5,0.014903,1.54,-0.68,-0.65,0,19.95,0,0.4096,3.7413557,17.7662938,87.39,-8e-05,1
10.36,10.57,-2.45,11.416615,-19.63,-3.8,14.2,-9.91,0.01105,1.12,-9.65,-3.7,0,24.95,1,0.3238,3.8901312,13.6917833,89.67,0.00029,0
2.38,2.51,2.9,8.4071045,-2.1,-0.5,11.9,-2.42,0.101345,9.75,-2.32,-0.6,1,1.708,1,0.3026,4.4486184,25.95633,50.45,-0.00036,0
1.17,0.94,-1.3,9.787592,-0.5,0.47,11.5,-0.71,0.01714,1.29,-1.07,0.61,0,34.8,0,0.674,3.7134304,11.56722589,89.6,0.00042,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,32.0,0.0,0.009023,1.57,-0.017,0.0,0,1.384,0,0.2318,5.5897505,0.572937573,55.58,0.0,0
0.25,0.35,0.21,7.743264,-0.73,-0.14,20.7,-0.2,0.027049,3.13,-0.21,-0.29,0,270.7,0,0.2914,6.0477753,631.56889,89.87,0.00045,1
0.48,0.53,0.17,24.316656,-0.44,-0.43,225.1,0.36,0.220225,90.09,0.22,-0.38,1,1.306,0,0.2415,5.4337597,14.15849823,22.81,-1.1e-05,0
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,8.0,0.0,0.013888,1.57,-0.017,0.0,0,204.9,0,0.3915,5.5897505,207.471349,89.95,0.0,0
0.88,0.95,1.23,7.3230476,0.56,0.57,85.7,0.77,0.206179,81.01,0.67,0.57,0,1.212,0,0.4858,3.5731244,12.3748247,12.23,-0.000124,0
0.74,0.73,-3.3,8.771031,0.0,0.51,11.3,0.27,0.007067,1.01,0.54,0.68,0,7.82,0,0.3434,3.6406784,4.31724247,88.15,0.000172,1
0.28,0.15,1.4,8.379429,0.9,0.04,12.3,0.13,0.005233,1.85,0.27,-0.06,0,5.2,0,0.578,4.0957317,3.74099144,87.56,-4e-05,1
1.75,1.79,-1.4,8.475719,-0.2,0.62,12.3,-1.66,0.015017,1.31,-1.64,0.67,0,139.36,0,0.3728,4.843009,302.779824,90.0,0.00041,1
0.1,7.589,-1.8875,1541.0045,-2.4752,-0.085,768.9,5.594,21.720514,2722.92,0.053,5.129,0,58.7,0,0.3447,294.78268,14.541781166,67.71,-0.039,0
1.66,1.78,0.48,21.91319,-1.08,-0.93,89.9,-1.35,0.040899,3.8,-1.37,-1.17,0,1.744,1,0.3928,5.022482,12.4261177,57.18,-0.00021,0
1.3,1.26,1.8,8.747018,2.7,-1.23,8.5,0.7,0.008483,0.79,0.44,-1.05,0,28.2,0,0.2913,3.5833857,21.1876185,88.42,-0.000121,2
2.12,2.18,-0.73,19.314213,0.97,-1.3,40.8,-1.7,0.025794,2.52,-1.68,-1.36,0,1.735079,1,0.4096,4.5167294,12.42560404,56.4,0.00042,0
0.583,0.61,-40.47,26.186584,-174.79,-0.004,27.1,0.0,0.229528,89.18,-0.017,0.0,1,3.81,1,0.3538,8.175376,30.9604688,71.5,0.01996,0
4.685,4.948,8.062,570.84406,0.567,4.518,374.1,1.696,0.285924,30.94,1.238,4.648,1,1.304,0,0.3728,40.91156,1.041619932,18.36,-0.01169,0
0.061,0.003,0.0924,5347.0596,-0.0989,-0.044,608.9,0.003,0.62174,109.72,-0.042,-0.002,1,9.269,0,0.4641,647.5465,2.544594443,86.55,0.06,0
0.13,0.108,0.2557,1391.742,0.0691,0.112,1597.3,0.097,0.310418,21.93,0.066,0.049,1,26.937,0,0.5172,479.42657,56.40651043,88.67,0.008,0
0.169,0.02,0.0915,2976.9692,-0.432,-0.097,879.2,0.018,0.788182,61.54,-0.139,-0.01,1,18.98,0,0.6908,440.54572,7.964400574,86.61,0.003,0
8.008,0.2,2.3409,1948.7997,11.1554,1.952,154.4,0.199,0.479811,51.77,7.766,0.023,1,10.929,1,0.3147,296.79712,6.399101307,84.55,-0.168,0
0.43,0.48,-0.1,11.898367,1.8,-0.4,15.4,-0.27,0.020479,2.39,-0.16,-0.4,0,37.1,0,0.3288,4.316747,34.9168399,89.96,3e-05,2
0.583,0.61,4.124,7.322376,-0.626,-0.004,15.1,0.0,0.010717,0.88,-0.017,0.0,0,1.1364,0,0.627,3.6057484,0.56678228,82.26,2.01e-05,0
11.27,0.037,0.8192,3876.0752,-0.4908,8.06,301.4,-0.032,0.258948,22.25,-7.88,0.019,1,10.7856,1,0.4341,1066.1171,8.480303653,88.97,0.0,0
3.3,3.1,-1.7,8.98704,-1.4,-2.5,10.6,-2.08,0.006318,0.9,-2.2,-2.3,0,63.3,0,0.3354,4.1797347,94.094392,89.71,8.5e-05,1
0.29,0.57,0.61,17.11139,-0.5,0.06,12.6,0.49,0.024942,3.94,0.29,0.29,0,14.06,0,0.5277,4.907759,22.1270885,86.1,-0.0004,2
6.18,6.13,28.8,8.515262,-41.1,4.41,9.4,-4.35,0.012911,1.12,-4.33,4.32,0,34.5,1,0.4415,3.6930552,10.6784787,89.55,-0.00574,0
0.56,1.01,-0.9,9.163354,-0.7,-0.48,10.6,0.98,0.017854,1.88,0.3,-0.23,0,72.7,0,0.3071,3.6960511,25.3736543,89.79,0.00021,1
1.11,0.99,-2.5,8.850205,-0.7,0.28,10.7,-0.98,0.014096,1.45,-1.07,0.14,0,38.0,0,0.3511,3.1249921,10.08535311,89.2,0.00055,1
0.368,6.988,0.0616,2233.0818,2.7776,-0.212,950.0,-6.982,0.550314,51.86,0.301,-0.302,1,129.69,0,0.3928,663.7715,42.559265547,89.66,0.06,0
1.79,1.7,-0.5,9.876122,-2.5,1.65,10.4,-0.65,0.010713,1.24,-0.69,1.55,0,24.21,0,0.4191,3.783472,10.2856373,89.1,8e-05,1
3.53,2.57,-1.85,11.282671,1.76,-3.18,13.6,1.14,0.016361,1.58,1.52,-2.31,0,42.24,1,0.3728,4.5931463,24.2157996,89.72,0.00039,0
0.78,1.24,0.26,11.951437,0.18,-0.8,18.6,-0.46,0.013886,1.14,-0.14,-1.2,0,65.0,0,0.5508,5.3454885,44.2018402,89.69,-5e-05,2
1.48,1.63,0.5,7.4358673,-0.2,-1.47,10.3,0.14,0.021034,2.27,0.16,-1.62,0,176.9,0,0.3147,4.2859335,393.95608,89.8,0.00011,1
0.54,0.31,-0.8,12.399577,0.9,0.54,14.9,-0.26,0.012497,2.18,-0.01,0.17,0,8.6,0,0.4046,4.243955,15.0330623,84.02,0.00014,2
0.42,0.41,-0.5,9.588086,-1.5,0.42,11.4,-0.4,0.020104,3.51,-0.05,0.07,0,15.74,0,0.4046,3.2420754,34.7496038,86.42,0.00014,1
0.071,0.017,0.5048,464.89328,-0.0196,0.044,32.5,0.007,0.433038,87.2,0.055,0.016,1,26.1,0,0.253,118.87764,12.62530918,87.47,-0.002,0
0.112,0.037,0.13967,7997.279,-0.01722,0.104,332.8,0.034,0.480155,49.34,-0.042,0.014,1,173.86,0,0.3511,6041.868,124.93576738,89.82,-0.03,0
6.75,1.11,3.45,18.159763,-5.53,6.23,12.7,0.06,0.017319,1.37,-2.6,-1.11,0,24.590873,0,0.5684,5.4295993,12.720298433,88.12,0.000281,0
0.8,0.77,-0.9,8.777192,0.39,0.63,13.1,-0.44,0.011818,2.83,-0.46,0.63,0,67.9,0,0.3354,5.0879445,227.83457,89.53,0.00014,1
5.1,2.1,-0.8009,44243.574,0.94654,-3.3,5357.7,2.1,0.546213,193.91,3.9,-0.4,1,41.3001,0,0.2813,22982.162,119.67980316,89.27,0.06,0
0.174,0.231,-0.04251,20957.074,-0.17308,-0.031,4322.4,0.221,0.579279,59.15,-0.171,0.066,1,14.6415,0,0.3026,3658.3647,6.399107136,89.04,0.0,0
18.7,8.6,12.3733,15362.555,5.9506,17.0,5219.5,7.6,0.269348,65.0,7.8,4.1,1,10.8567,0,0.2559,3287.25,8.480304281,88.76,-0.6087,0
0.21,0.001,-0.0314,940.81506,-0.2963,-0.041,2426.9,0.001,0.20011,45.43,-0.206,0.001,1,78.855,0,0.2893,439.77222,117.6813778,89.69,0.0001,0
0.252,4.41,0.7966,2126.426,0.8442,0.152,922.1,-4.16,0.359916,35.18,-0.201,-1.47,1,42.739,0,0.3342,526.658,17.72722648,89.49,0.052,0
1.41,4.1,3.4,8.45173,3.6,-0.3,9.4,3.57,0.00937,1.2,1.38,2.1,0,4.08,1,0.2998,2.925971,1.71024931,82.85,-0.00034,0
0.165,0.036,-0.2257,1430.8284,-0.084,-0.16,1331.0,0.029,0.216421,26.0,-0.039,-0.022,1,89.405,0,0.3588,562.56085,100.40132734,89.72,0.012,0
0.098,3.38,1.0759,2326.2273,0.7667,-0.011,1539.9,-2.37,0.481306,59.23,-0.098,-2.41,1,24.8496,0,0.3026,418.75668,11.320287875,88.79,0.27,0
0.104,0.9,-0.0005,2870.13,-0.034,-0.057,319.1,0.87,0.291493,40.46,-0.087,-0.243,1,4.671,1,0.3469,355.72455,1.219034103,84.41,0.0,0
0.46,0.57,1.2,9.840206,2.4,-0.45,5.8,-0.13,0.017258,1.52,-0.06,-0.55,0,59.1,0,0.582,3.829579,24.352541,89.51,-0.00037,1
0.36,0.3,-0.16,14.317958,0.8,0.08,7.5,0.29,0.014007,1.23,0.35,0.06,0,21.13,0,0.582,3.046468,5.94228603,89.74,8e-05,2
0.35,0.39,1.2,8.064026,2.0,-0.3,9.6,-0.25,0.014323,4.05,-0.19,-0.31,0,271.21,0,0.3391,6.371799,382.30306,89.87,-0.0003,1
0.75,0.76,-0.85,10.819026,0.86,0.48,13.8,-0.66,0.014795,1.32,-0.58,0.38,0,112.14,0,0.4603,4.926668,58.1263775,89.99,0.00029,1
0.29,0.24,0.46,11.109822,0.48,-0.28,17.7,-0.02,0.01988,2.28,-0.08,-0.24,0,32.6,0,0.319,3.9135206,26.7575866,89.29,-0.00028,2
0.147,0.022,-0.167,753.2953,-0.22,-0.142,751.5,0.013,0.236723,22.31,0.038,-0.018,1,71.34,0,0.3342,226.33073,57.0599992,89.84,0.003,0
0.41,0.48,0.88,13.034477,1.11,0.25,17.1,-0.47,0.009286,1.08,-0.33,0.09,0,24.64,0,0.3729,3.6373293,14.5565618,89.93,-0.000106,2
7.366,10.35,-4.0,9.6464815,3.57,-3.45,13.9,9.73,0.014435,1.26,6.508,-3.54,0,3.136,1,0.6441,8.305679,0.837898153,88.7,0.00143,0
